time,price,nav
2019-08-23,992.45,12697.0
2019-08-26,982.88,12697.0
2019-08-27,976.79,12729.0
2019-08-28,977.26,12729.0
2019-08-29,978.59,12729.0
2019-08-30,984.06,12689.0
2019-09-03,979.36,12689.0
2019-09-04,977.63,12689.0
2019-09-05,976.79,12689.0
2019-09-06,974.08,12689.0
2019-09-09,974.12,12689.0
2019-09-10,970.26,12558.0
2019-09-11,969.31,12558.0
2019-09-12,976.07,12558.0
2019-09-13,987.22,12558.0
2019-09-16,989.86,12558.0
2019-09-17,996.74,12995.0
2019-09-18,995.15,12995.0
2019-09-19,997.1,12995.0
2019-09-20,990.36,12995.0
2019-09-23,985.75,12995.0
2019-09-24,988.13,12983.0
2019-09-25,987.3,12983.0
2019-09-26,990.75,12983.0
2019-09-27,997.84,12983.0
2019-09-30,996.56,13106.0
2019-10-01,999.59,13106.0
2019-10-02,991.19,13106.0
2019-10-03,992.45,13106.0
2019-10-04,987.59,13106.0
2019-10-07,983.09,13106.0
2019-10-08,988.22,12858.0
2019-10-09,987.83,12858.0
2019-10-10,987.38,12858.0
2019-10-11,991.84,12858.0
2019-10-14,993.57,12858.0
2019-10-15,993.05,13100.0
2019-10-16,994.46,13100.0
2019-10-17,989.82,13100.0
2019-10-18,989.2,13100.0
2019-10-21,983.56,13100.0
2019-10-22,987.19,12939.0
2019-10-23,987.79,12939.0
2019-10-24,993.6,12939.0
2019-10-25,996.57,12939.0
2019-10-28,996.48,12939.0
2019-10-29,995.87,13110.0
2019-10-30,1000.89,13110.0
2019-10-31,998.82,13032.0
2019-11-01,1015.59,13032.0
2019-11-04,1022.43,13032.0
2019-11-05,1024.34,13187.0
2019-11-06,1024.91,13187.0
2019-11-07,1024.03,13187.0
2019-11-08,1022.49,13187.0
2019-11-11,1016.75,13187.0
2019-11-12,1018.33,13169.0
2019-11-13,1012.77,13169.0
2019-11-14,1012.3,13169.0
2019-11-15,1010.03,13169.0
2019-11-18,1002.91,13169.0
2019-11-19,1008.35,12902.0
2019-11-20,1000.56,12902.0
2019-11-21,987.89,12902.0
2019-11-22,977.78,12902.0
2019-11-25,976.35,12902.0
2019-11-26,976.79,12637.0
2019-11-27,978.17,12637.0
2019-11-28,970.39,12637.0
2019-11-29,970.75,12637.0
2019-12-02,959.31,12637.0
2019-12-03,953.43,12391.0
2019-12-04,965.9,12391.0
2019-12-05,963.27,12391.0
2019-12-06,963.56,12391.0
2019-12-09,966.06,12391.0
2019-12-10,960.3,12502.2
2019-12-11,961.78,12502.2
2019-12-12,968.17,12502.2
2019-12-13,966.18,12502.2
2019-12-16,961.47,12502.2
2019-12-17,954.03,12499.12
2019-12-18,951.13,12499.12
2019-12-19,952.26,12499.12
2019-12-20,956.41,12499.12
2019-12-23,959.43,12499.12
2019-12-24,958.88,12344.42
2019-12-25,960.92,12344.42
2019-12-26,958.59,12344.42
2019-12-27,963.51,12344.42
2019-12-30,965.03,12344.42
2019-12-31,960.99,12497.34
2020-01-02,966.67,12497.34
2020-01-03,965.14,12497.34
2020-01-06,955.79,12497.34
2020-01-07,958.88,12385.26
2020-01-08,948.98,12385.26
2020-01-09,960.15,12385.26
2020-01-10,968.54,12385.26
2020-01-13,965.84,12385.26
2020-01-14,967.0,12411.16
2020-01-15,967.56,12411.16
2020-01-16,974.31,12411.16
2020-01-17,978.96,12411.16
2020-01-20,978.63,12411.16
2020-01-21,986.37,12586.01
2020-01-22,991.46,12586.01
2020-01-30,959.58,12586.01
2020-01-31,936.62,12586.01
2020-02-03,928.14,12586.01
2020-02-04,929.09,11808.51
2020-02-05,925.91,11808.51
2020-02-06,938.54,11808.51
2020-02-07,940.75,11808.51
2020-02-10,930.73,11808.51
2020-02-11,934.67,11845.61
2020-02-12,937.68,11845.61
2020-02-13,938.24,11845.61
2020-02-14,937.45,11845.61
2020-02-17,934.77,11845.61
2020-02-18,927.93,12134.97
2020-02-19,928.76,12134.97
2020-02-20,938.13,12134.97
2020-02-21,933.09,12134.97
2020-02-24,903.34,12134.97
2020-02-25,909.67,11707.81
2020-02-26,895.97,11707.81
2020-02-27,898.44,11707.81
2020-02-28,882.19,11707.81
2020-03-02,884.43,11707.81
2020-03-03,890.61,11889.68
2020-03-04,889.37,11889.68
2020-03-05,893.31,11889.68
2020-03-06,891.44,11889.68
2020-03-09,835.49,11889.68
2020-03-10,837.5,11192.25
2020-03-11,811.35,11192.25
2020-03-12,769.25,11192.25
2020-03-13,761.78,11192.25
2020-03-16,747.86,11192.25
2020-03-17,745.78,10091.24
2020-03-18,747.66,10091.24
2020-03-19,725.94,10091.24
2020-03-20,709.73,10091.24
2020-03-23,666.59,10091.24
2020-03-24,659.21,9483.46
2020-03-25,690.25,9483.46
2020-03-26,694.21,9483.46
2020-03-27,696.06,9483.46
2020-03-30,662.26,9483.46
2020-03-31,662.53,9053.08
2020-04-01,680.23,9053.08
2020-04-03,701.8,9053.08
2020-04-06,736.75,9053.08
2020-04-07,746.69,9870.28
2020-04-08,748.02,9870.28
2020-04-09,760.33,9870.28
2020-04-10,757.94,9870.28
2020-04-13,765.79,9870.28
2020-04-14,767.41,10003.13
2020-04-15,777.22,10003.13
2020-04-16,780.7,10003.13
2020-04-17,789.6,10003.13
2020-04-20,794.97,10003.13
2020-04-21,766.84,10454.07
2020-04-22,768.92,10454.07
2020-04-23,773.91,10454.07
2020-04-24,776.66,10454.07
2020-04-27,770.77,10454.07
2020-04-28,767.21,10347.99
2020-04-29,769.11,10347.99
2020-05-04,762.47,10347.99
2020-05-05,764.16,10321.7
2020-05-06,782.59,10321.7
2020-05-07,796.54,10321.7
2020-05-08,813.73,10321.7
2020-05-11,828.33,10321.7
2020-05-12,835.32,10792.47
2020-05-13,834.21,10792.47
2020-05-14,832.4,10792.47
2020-05-15,827.03,10792.47
2020-05-18,837.01,10792.47
2020-05-19,845.92,10969.49
2020-05-20,852.91,10969.49
2020-05-21,862.73,10969.49
2020-05-22,852.74,10969.49
2020-05-25,859.04,10969.49
2020-05-26,869.13,11099.98
2020-05-27,857.48,11099.98
2020-05-28,861.39,11099.98
2020-05-29,864.47,11099.98
2020-06-01,878.67,11099.98
2020-06-02,874.8,11261.27
2020-06-03,881.17,11261.27
2020-06-04,883.9,11261.27
2020-06-05,886.22,11261.27
2020-06-08,899.92,11261.27
2020-06-09,899.43,11613.48
2020-06-10,900.0,11613.48
2020-06-11,867.37,11613.48
2020-06-12,863.52,11613.48
2020-06-15,832.47,11613.48
2020-06-16,856.13,10968.62
2020-06-17,854.44,10968.62
2020-06-18,855.27,10968.62
2020-06-19,868.56,10968.62
2020-06-22,871.28,10968.62
2020-06-23,868.2,11342.46
2020-06-24,859.71,11342.46
2020-06-25,854.59,11342.46
2020-06-26,851.98,11342.46
2020-06-29,829.36,11342.46
2020-06-30,825.11,10966.71
2020-07-01,843.49,10966.71
2020-07-02,842.38,10966.71
2020-07-03,847.61,10966.71
2020-07-06,861.16,10966.71
2020-07-07,863.42,11278.62
2020-07-08,864.5,11278.62
2020-07-09,876.46,11278.62
2020-07-10,871.21,11278.62
2020-07-13,868.72,11278.62
2020-07-14,868.11,11416.57
2020-07-15,869.91,11416.57
2020-07-16,876.83,11416.57
2020-07-17,872.02,11416.57
2020-07-20,861.4,11416.57
2020-07-21,861.69,11474.22
2020-07-22,855.08,11474.22
2020-07-23,856.75,11474.22
2020-07-24,829.16,11474.22
2020-07-27,785.17,11474.22
2020-07-28,813.36,10512.34
2020-07-29,790.84,10512.34
2020-07-30,801.13,10512.34
2020-07-31,798.39,10512.34
2020-08-03,814.65,10512.34
2020-08-04,827.57,11010.27
2020-08-05,837.8,11010.27
2020-08-06,840.04,11010.27
2020-08-07,841.46,11010.27
2020-08-10,843.2,11010.27
2020-08-11,843.08,11289.08
2020-08-12,846.92,11289.08
2020-08-13,855.05,11289.08
2020-08-14,850.74,11289.08
2020-08-17,850.15,11289.08
2020-08-18,846.43,11547.45
2020-08-19,851.21,11547.45
2020-08-20,848.21,11547.45
2020-08-21,854.78,11547.45
2020-08-24,868.68,11547.45
2020-08-25,874.12,11990.42
2020-08-26,873.47,11990.42
2020-08-27,874.71,11990.42
2020-08-28,878.98,11990.42
2020-08-31,881.65,11990.42
2020-09-01,891.73,12155.42
2020-09-03,903.97,12155.42
2020-09-04,901.54,12155.42
2020-09-07,888.25,12155.42
2020-09-08,890.14,12088.04
2020-09-09,889.32,12088.04
2020-09-10,888.82,12088.04
2020-09-11,888.97,12088.04
2020-09-14,894.57,12088.04
2020-09-15,896.26,12393.52
2020-09-16,897.47,12393.52
2020-09-17,894.04,12393.52
2020-09-18,900.95,12393.52
2020-09-21,907.94,12393.52
2020-09-22,906.19,12667.86
2020-09-23,912.5,12667.86
2020-09-24,908.58,12667.86
2020-09-25,908.27,12667.86
2020-09-28,912.5,12667.86
2020-09-29,903.98,12848.74
2020-09-30,905.21,12848.74
2020-10-01,914.09,12848.74
2020-10-02,909.91,12848.74
2020-10-05,914.68,12848.74
